Registration No.,Attempt,Internal (20%),Mid Term,Final Term Marks(80%),Practical Work (20),Total Obtain Marks,Total mark,Course Code,Semester,Session
2016-GCUF-068959,1st,8,,13.2,16,37.2,80,DPT-303,1,2016-21
2016-GCUF-068960,1st,8,,19.6,15,42.6,80,DPT-303,1,2016-21
2016-GCUF-068961,1st,7,,0,0,7,80,DPT-303,1,2016-21
2016-GCUF-068962,1st,8,,11.2,15,34.2,80,DPT-303,1,2016-21
2016-GCUF-068964,1st,7,,21.2,15,43.2,80,DPT-303,1,2016-21
2016-GCUF-068965,1st,8,,14.4,16,38.4,80,DPT-303,1,2016-21
2016-GCUF-068966,1st,8,,16.8,15,39.8,80,DPT-303,1,2016-21
2016-GCUF-068967,1st,8,,19.2,17,44.2,80,DPT-303,1,2016-21
2016-GCUF-068968,1st,8,,16.8,16,40.8,80,DPT-303,1,2016-21
2016-GCUF-068969,1st,8,,15.6,16,39.6,80,DPT-303,1,2016-21
2016-GCUF-068970,1st,8,,13.2,15,36.2,80,DPT-303,1,2016-21
2016-GCUF-068971,1st,8,,22,16,46,80,DPT-303,1,2016-21
2016-GCUF-068972,1st,7,,12,15,34,80,DPT-303,1,2016-21
2016-GCUF-068973,1st,8,,16.4,15,39.4,80,DPT-303,1,2016-21
2016-GCUF-068974,1st,7,,11.6,15,33.6,80,DPT-303,1,2016-21
2016-GCUF-068975,1st,8,,16.4,10,34.4,80,DPT-303,1,2016-21
2016-GCUF-068976,1st,7,,9.2,15,31.2,80,DPT-303,1,2016-21
2016-GCUF-068977,1st,8,,13.2,15,36.2,80,DPT-303,1,2016-21
2016-GCUF-068978,1st,8,,19.2,15,42.2,80,DPT-303,1,2016-21
2016-GCUF-069002,1st,7,,20.4,16,43.4,80,DPT-303,1,2016-21
2016-GCUF-068996,1st,8,,24.8,17,49.8,80,DPT-305,1,2016-21
2016-GCUF-068979,1st,8,,21.2,16,45.2,80,DPT-305,1,2016-21
2016-GCUF-068963,1st,8,,24.8,17,49.8,80,DPT-305,1,2016-21
2015-GCUF-055536,1st,8,,22.4,16,46.4,80,DPT-305,1,2016-21
2016-GCUF-068980,1st,8,,24,17,49,80,DPT-305,1,2016-21
2016-GCUF-068981,1st,0,,0,0,0,80,DPT-305,1,2016-21
2015-GCUF-055233,1st,8,,31,17,56,80,DPT-305,1,2016-21
2016-GCUF-068982,1st,0,,0,0,0,80,DPT-305,1,2016-21
2016-GCUF-068983,1st,8,,24.8,17,49.8,80,DPT-305,1,2016-21
2016-GCUF-068984,1st,0,,0,0,0,80,DPT-305,1,2016-21
2016-GCUF-068985,1st,8,,24.8,17,49.8,80,DPT-305,1,2016-21
2016-GCUF-068986,1st,7,,24,17,48,80,DPT-305,1,2016-21
2016-GCUF-068987,1st,8,,23.2,17,48.2,80,DPT-305,1,2016-21
2016-GCUF-068988,1st,8,,22,16,46,80,DPT-305,1,2016-21
2016-GCUF-068989,1st,8,,23.6,17,48.6,80,DPT-305,1,2016-21
2016-GCUF-068990,1st,8,,21.2,16,45.2,80,DPT-305,1,2016-21
2016-GCUF-068991,1st,8,,24,18,50,80,DPT-305,1,2016-21
2016-GCUF-068992,1st,7,,21.6,17,45.6,80,DPT-305,1,2016-21
2016-GCUF-068993,1st,7,,24.4,18,49.4,80,DPT-305,1,2016-21
2016-GCUF-068994,1st,8,,20.8,16,44.8,80,DPT-305,1,2016-21
2016-GCUF-068995,1st,7,,0,0,7,80,DPT-305,1,2016-21
2016-GCUF-068997,1st,8,,25.2,18,51.2,80,DPT-305,1,2016-21
2016-GCUF-068998,1st,8,,22.6,17,47.6,80,DPT-305,1,2016-21
2016-GCUF-069000,1st,8,,21.2,16,45.2,80,DPT-305,1,2016-21
2016-GCUF-069001,1st,8,,20.4,16,44.4,80,DPT-305,1,2016-21
2016-GCUF-069003,1st,8,,23.6,17,48.6,80,DPT-305,1,2016-21
2016-GCUF-069004,1st,7,,23.6,17,47.6,80,DPT-305,1,2016-21
2016-GCUF-069005,1st,7,,24,17,48,80,DPT-305,1,2016-21
2016-GCUF-068953,1st,8,,23.6,17,48.6,80,DPT-305,1,2016-21
2016-GCUF-068954,1st,8,,25.2,18,51.2,80,DPT-305,1,2016-21
2016-GCUF-068955,1st,8,,22,16,46,80,DPT-305,1,2016-21
2016-GCUF-068956,1st,8,,24,18,50,80,DPT-305,1,2016-21
2016-GCUF-068957,1st,8,,21.6,17,46.6,80,DPT-305,1,2016-21
2016-GCUF-068958,1st,8,,22,17,47,80,DPT-305,1,2016-21
2016-GCUF-068959,1st,8,,20.8,16,44.8,80,DPT-305,1,2016-21
2016-GCUF-068960,1st,8,,24.4,18,50.4,80,DPT-305,1,2016-21
2016-GCUF-068961,1st,7,,0,0,7,80,DPT-305,1,2016-21
2016-GCUF-068962,1st,7,,18.8,16,41.8,80,DPT-305,1,2016-21
2016-GCUF-068964,1st,8,,24.8,17,49.8,80,DPT-305,1,2016-21
2016-GCUF-068965,1st,8,,23.6,18,49.6,80,DPT-305,1,2016-21
2016-GCUF-068966,1st,8,,23.6,18,49.6,80,DPT-305,1,2016-21
2016-GCUF-068967,1st,8,,23,17,48,80,DPT-305,1,2016-21
2016-GCUF-068968,1st,8,,23.2,18,49.2,80,DPT-305,1,2016-21
2016-GCUF-068969,1st,8,,23.2,17,48.2,80,DPT-305,1,2016-21
2016-GCUF-068970,1st,8,,22,17,47,80,DPT-305,1,2016-21
2016-GCUF-068971,1st,8,,19.2,16,43.2,80,DPT-305,1,2016-21
2016-GCUF-068972,1st,8,,22,18,48,80,DPT-305,1,2016-21
2016-GCUF-068973,1st,8,,24.8,18,50.8,80,DPT-305,1,2016-21
2016-GCUF-068974,1st,8,,26.8,19,53.8,80,DPT-305,1,2016-21
2016-GCUF-068975,1st,8,,26.8,19,53.8,80,DPT-305,1,2016-21
2016-GCUF-068976,1st,7,,21.2,18,46.2,80,DPT-305,1,2016-21
2016-GCUF-068977,1st,8,,26.8,19,53.8,80,DPT-305,1,2016-21
2016-GCUF-068978,1st,8,,24,18,50,80,DPT-305,1,2016-21
2016-GCUF-069002,1st,8,,22,18,48,80,DPT-305,1,2016-21
2016-GCUF-068996,1st,11,,34,0,45,80,ENG-321,1,2016-21
2016-GCUF-068979,1st,11,,36.5,0,47.5,80,ENG-321,1,2016-21
2016-GCUF-068963,1st,11,,37.5,0,48.5,80,ENG-321,1,2016-21
2015-GCUF-055536,1st,11,,40.5,0,51.5,80,ENG-321,1,2016-21
2016-GCUF-068980,1st,10,,34.5,0,44.5,80,ENG-321,1,2016-21
2016-GCUF-068981,1st,0,,0,0,0,80,ENG-321,1,2016-21
2015-GCUF-055233,1st,11,,35.5,0,46.5,80,ENG-321,1,2016-21
2016-GCUF-068982,1st,0,,0,0,0,80,ENG-321,1,2016-21
2016-GCUF-068983,1st,11,,43,0,54,80,ENG-321,1,2016-21
2016-GCUF-068984,1st,0,,0,0,0,80,ENG-321,1,2016-21
2016-GCUF-068985,1st,11,,35,0,46,80,ENG-321,1,2016-21
2016-GCUF-068986,1st,11,,33,0,44,80,ENG-321,1,2016-21
2016-GCUF-068987,1st,11,,34.5,0,45.5,80,ENG-321,1,2016-21
2016-GCUF-068988,1st,11,,34.5,0,45.5,80,ENG-321,1,2016-21
2016-GCUF-068989,1st,11,,33.5,0,44.5,80,ENG-321,1,2016-21
2016-GCUF-068990,1st,10,,36.5,0,46.5,80,ENG-321,1,2016-21
2016-GCUF-068991,1st,10,,31.5,0,41.5,80,ENG-321,1,2016-21
2016-GCUF-068992,1st,10,,36.5,0,46.5,80,ENG-321,1,2016-21
2016-GCUF-068993,1st,10,,34.5,0,44.5,80,ENG-321,1,2016-21
2016-GCUF-068994,1st,10,,31,0,41,80,ENG-321,1,2016-21
2016-GCUF-068995,1st,10,,0,0,10,80,ENG-321,1,2016-21
2016-GCUF-068997,1st,11,,34.5,0,45.5,80,ENG-321,1,2016-21
2016-GCUF-068998,1st,10,,36.5,0,46.5,80,ENG-321,1,2016-21
2016-GCUF-069000,1st,11,,41.5,0,52.5,80,ENG-321,1,2016-21
2016-GCUF-069001,1st,10,,31,0,41,80,ENG-321,1,2016-21
2016-GCUF-069003,1st,10,,29,0,39,80,ENG-321,1,2016-21
2016-GCUF-069004,1st,10,,33,0,43,80,ENG-321,1,2016-21
2016-GCUF-069005,1st,10,,45,0,55,80,ENG-321,1,2016-21
2016-GCUF-068953,1st,10,,41,0,51,80,ENG-321,1,2016-21
2016-GCUF-068954,1st,10,,35,0,45,80,ENG-321,1,2016-21
2016-GCUF-068955,1st,11,,35.5,0,46.5,80,ENG-321,1,2016-21
2016-GCUF-068956,1st,11,,35.5,0,46.5,80,ENG-321,1,2016-21
2016-GCUF-068957,1st,10,,35,0,45,80,ENG-321,1,2016-21
2016-GCUF-068958,1st,11,,35.5,0,46.5,80,ENG-321,1,2016-21
2016-GCUF-068959,1st,10,,34.5,0,44.5,80,ENG-321,1,2016-21
2016-GCUF-068960,1st,10,,32.5,0,42.5,80,ENG-321,1,2016-21
2016-GCUF-068961,1st,10,,0,0,10,80,ENG-321,1,2016-21
2016-GCUF-068962,1st,10,,28.5,0,38.5,80,ENG-321,1,2016-21
2016-GCUF-068964,1st,11,,39.5,0,50.5,80,ENG-321,1,2016-21
2016-GCUF-068965,1st,11,,33,0,44,80,ENG-321,1,2016-21
2016-GCUF-068966,1st,10,,42,0,52,80,ENG-321,1,2016-21
2016-GCUF-068967,1st,11,,36.5,0,47.5,80,ENG-321,1,2016-21
2016-GCUF-068968,1st,10,,31.5,0,41.5,80,ENG-321,1,2016-21
2016-GCUF-068969,1st,10,,38,0,48,80,ENG-321,1,2016-21
2016-GCUF-068970,1st,11,,30,0,41,80,ENG-321,1,2016-21
2016-GCUF-068971,1st,11,,35,0,46,80,ENG-321,1,2016-21
2016-GCUF-068972,1st,10,,33.5,0,43.5,80,ENG-321,1,2016-21
2016-GCUF-068973,1st,12,,38.5,0,50.5,80,ENG-321,1,2016-21
2016-GCUF-068974,1st,10,,33.5,0,43.5,80,ENG-321,1,2016-21
2016-GCUF-068975,1st,10,,34.5,0,44.5,80,ENG-321,1,2016-21
2016-GCUF-068976,1st,10,,42,0,52,80,ENG-321,1,2016-21
2016-GCUF-068977,1st,11,,31.5,0,42.5,80,ENG-321,1,2016-21
2016-GCUF-068978,1st,11,,36.5,0,47.5,80,ENG-321,1,2016-21
2016-GCUF-069002,1st,11,,37.5,0,48.5,80,ENG-321,1,2016-21
2016-GCUF-068996,1st,7,,23,0,30,80,PST-321,1,2016-21
2016-GCUF-068979,1st,6,,18,0,24,80,PST-321,1,2016-21
2016-GCUF-068963,1st,8,,20,0,28,80,PST-321,1,2016-21
2015-GCUF-055536,1st,8,,23,0,31,80,PST-321,1,2016-21
2016-GCUF-068980,1st,8,,23,0,31,80,PST-321,1,2016-21
2015-GCUF-055233,1st,7,,25,0,32,80,PST-321,1,2016-21
2016-GCUF-068983,1st,7,,22,0,29,80,PST-321,1,2016-21
2016-GCUF-068985,1st,8,,22,0,30,80,PST-321,1,2016-21
2016-GCUF-068986,1st,7,,19,0,26,80,PST-321,1,2016-21
2016-GCUF-068987,1st,7,,19,0,26,80,PST-321,1,2016-21
2016-GCUF-068988,1st,7,,17,0,24,80,PST-321,1,2016-21
2016-GCUF-068989,1st,7,,16,0,23,80,PST-321,1,2016-21
2016-GCUF-068990,1st,8,,22,0,30,80,PST-321,1,2016-21
2016-GCUF-068991,1st,8,,17,0,25,80,PST-321,1,2016-21
2016-GCUF-068992,1st,7,,18,0,25,80,PST-321,1,2016-21
2016-GCUF-068993,1st,6,,13,0,19,80,PST-321,1,2016-21
2016-GCUF-068994,1st,7,,17,0,24,80,PST-321,1,2016-21
2016-GCUF-068995,1st,6,,0,0,6,80,PST-321,1,2016-21
2016-GCUF-068997,1st,7,,18,0,25,80,PST-321,1,2016-21
2016-GCUF-068998,1st,6,,24,0,30,80,PST-321,1,2016-21
2016-GCUF-069000,1st,7,,16,0,23,80,PST-321,1,2016-21
2016-GCUF-069001,1st,6,,21,0,27,80,PST-321,1,2016-21
2016-GCUF-069003,1st,7,,21,0,28,80,PST-321,1,2016-21
2016-GCUF-069004,1st,6,,18,0,24,80,PST-321,1,2016-21
2016-GCUF-069005,1st,7,,24,0,31,80,PST-321,1,2016-21
2016-GCUF-068953,1st,8,,24,0,32,80,PST-321,1,2016-21
2016-GCUF-068954,1st,8,,23,0,31,80,PST-321,1,2016-21
2016-GCUF-068955,1st,8,,20,0,28,80,PST-321,1,2016-21
2016-GCUF-068956,1st,7,,20,0,27,80,PST-321,1,2016-21
2016-GCUF-068957,1st,7,,16,0,23,80,PST-321,1,2016-21
2016-GCUF-068958,1st,7,,21,0,28,80,PST-321,1,2016-21
2016-GCUF-068959,1st,6,,17,0,23,80,PST-321,1,2016-21
2016-GCUF-068960,1st,8,,24,0,32,80,PST-321,1,2016-21
2016-GCUF-068961,1st,6,,0,0,6,80,PST-321,1,2016-21
2016-GCUF-068962,1st,6,,19,0,25,80,PST-321,1,2016-21
2016-GCUF-068964,1st,7,,20,0,27,80,PST-321,1,2016-21
2016-GCUF-068965,1st,8,,24,0,32,80,PST-321,1,2016-21
2016-GCUF-068966,1st,7,,19,0,26,80,PST-321,1,2016-21
2016-GCUF-068967,1st,8,,23,0,31,80,PST-321,1,2016-21
2016-GCUF-068968,1st,7,,22,0,29,80,PST-321,1,2016-21
2016-GCUF-068969,1st,7,,20,0,27,80,PST-321,1,2016-21
2016-GCUF-068970,1st,6,,17,0,23,80,PST-321,1,2016-21
2016-GCUF-068971,1st,8,,19,0,27,80,PST-321,1,2016-21
2016-GCUF-068972,1st,7,,17,0,24,80,PST-321,1,2016-21
2016-GCUF-068973,1st,7,,17,0,24,80,PST-321,1,2016-21
2016-GCUF-068974,1st,8,,17,0,25,80,PST-321,1,2016-21
2016-GCUF-068975,1st,8,,17,0,25,80,PST-321,1,2016-21
2016-GCUF-068976,1st,6,,16,0,22,80,PST-321,1,2016-21
2016-GCUF-068977,1st,7,,16,0,23,80,PST-321,1,2016-21
2016-GCUF-068978,1st,8,,18,0,26,80,PST-321,1,2016-21
2016-GCUF-069002,1st,7,,25,0,32,80,PST-321,1,2016-21
2016-GCUF-068996,1st,11,,33,0,44,80,STA-322,1,2016-21
2016-GCUF-068979,1st,10,,29,0,39,80,STA-322,1,2016-21
2016-GCUF-068963,1st,11,,25,0,36,80,STA-322,1,2016-21
2015-GCUF-055536,1st,12,,33,0,45,80,STA-322,1,2016-21
2016-GCUF-068980,1st,12,,22,0,34,80,STA-322,1,2016-21
2016-GCUF-068981,1st,0,,0,0,0,80,STA-322,1,2016-21
2015-GCUF-055233,1st,11,,31,0,42,80,STA-322,1,2016-21
2016-GCUF-068982,1st,0,,0,0,0,80,STA-322,1,2016-21
2016-GCUF-068983,1st,12,,32,0,44,80,STA-322,1,2016-21
2016-GCUF-068984,1st,0,,0,0,0,80,STA-322,1,2016-21
2016-GCUF-068985,1st,12,,38,0,50,80,STA-322,1,2016-21
2016-GCUF-068986,1st,10,,35,0,45,80,STA-322,1,2016-21
2016-GCUF-068987,1st,11,,35,0,46,80,STA-322,1,2016-21
2016-GCUF-068988,1st,11,,34,0,45,80,STA-322,1,2016-21
2016-GCUF-068989,1st,11,,27,0,38,80,STA-322,1,2016-21
2016-GCUF-068990,1st,10,,31,0,41,80,STA-322,1,2016-21
2016-GCUF-068991,1st,10,,31,0,41,80,STA-322,1,2016-21
2016-GCUF-068992,1st,11,,32,0,43,80,STA-322,1,2016-21
2016-GCUF-068993,1st,12,,35,0,47,80,STA-322,1,2016-21
2016-GCUF-068994,1st,12,,29,0,41,80,STA-322,1,2016-21
2016-GCUF-068995,1st,11,,0,0,11,80,STA-322,1,2016-21
2016-GCUF-068997,1st,11,,25,0,36,80,STA-322,1,2016-21
2016-GCUF-068998,1st,11,,23,0,34,80,STA-322,1,2016-21
2016-GCUF-069000,1st,12,,25,0,37,80,STA-322,1,2016-21
2016-GCUF-069001,1st,11,,23,0,34,80,STA-322,1,2016-21
2016-GCUF-069003,1st,12,,26,0,38,80,STA-322,1,2016-21
2016-GCUF-069004,1st,10,,17,0,27,80,STA-322,1,2016-21
2016-GCUF-069005,1st,4,,28,0,39,80,STA-322,1,2016-21
2016-GCUF-068953,1st,10,,18,0,28,80,STA-322,1,2016-21
2016-GCUF-068954,1st,11,,30,0,41,80,STA-322,1,2016-21
2016-GCUF-068955,1st,11,,29,0,40,80,STA-322,1,2016-21
2016-GCUF-068956,1st,11,,26,0,37,80,STA-322,1,2016-21
2016-GCUF-068957,1st,12,,26,0,38,80,STA-322,1,2016-21
2016-GCUF-068958,1st,12,,24,0,36,80,STA-322,1,2016-21
2016-GCUF-068959,1st,10,,19,0,29,80,STA-322,1,2016-21
2016-GCUF-068960,1st,11,,23,0,34,80,STA-322,1,2016-21
2016-GCUF-068961,1st,10,,0,0,10,80,STA-322,1,2016-21
2016-GCUF-068962,1st,10,,14,0,24,80,STA-322,1,2016-21
2016-GCUF-068964,1st,11,,24,0,35,80,STA-322,1,2016-21
2016-GCUF-068965,1st,12,,24,0,36,80,STA-322,1,2016-21
2016-GCUF-068966,1st,12,,20,0,32,80,STA-322,1,2016-21
2016-GCUF-068967,1st,12,,24,0,36,80,STA-322,1,2016-21
2016-GCUF-068968,1st,11,,30,0,41,80,STA-322,1,2016-21
2016-GCUF-068969,1st,11,,27,0,38,80,STA-322,1,2016-21
2016-GCUF-068970,1st,10,,25,0,35,80,STA-322,1,2016-21
2016-GCUF-068971,1st,11,,29,0,40,80,STA-322,1,2016-21
2016-GCUF-068972,1st,11,,21,0,32,80,STA-322,1,2016-21
2016-GCUF-068973,1st,11,,24,0,35,80,STA-322,1,2016-21
2016-GCUF-068974,1st,11,,30,0,41,80,STA-322,1,2016-21
2016-GCUF-068975,1st,11,,29,0,40,80,STA-322,1,2016-21
2016-GCUF-068976,1st,11,,25,0,36,80,STA-322,1,2016-21
2016-GCUF-068977,1st,11,,26,0,37,80,STA-322,1,2016-21
2016-GCUF-068978,1st,12,,32,0,44,80,STA-322,1,2016-21
2016-GCUF-069002,1st,10,,32,0,42,80,STA-322,1,2016-21
2016-GCUF-068996,1st,11.6,,30.3,12,53.9,80,DPT-302,2,2016-21
2016-GCUF-068979,1st,11.5,,22.5,8,42,80,DPT-302,2,2016-21
2016-GCUF-068963,1st,11.7,,27.9,13,52.6,80,DPT-302,2,2016-21
2015-GCUF-055536,1st,12,,28.2,14,54.2,80,DPT-302,2,2016-21
2016-GCUF-068980,1st,11.6,,25.8,12,49.4,80,DPT-302,2,2016-21
2015-GCUF-055233,1st,11.9,,32.7,15,59.6,80,DPT-302,2,2016-21
2016-GCUF-068983,1st,12,,24.3,8,44.3,80,DPT-302,2,2016-21
2016-GCUF-068985,1st,12,,28.2,16,56.2,80,DPT-302,2,2016-21
2016-GCUF-068986,1st,11.6,,27,13.5,52.1,80,DPT-302,2,2016-21
2016-GCUF-068987,1st,11.7,,28.2,13,52.9,80,DPT-302,2,2016-21
2016-GCUF-068988,1st,11.6,,27.6,11,50.2,80,DPT-302,2,2016-21
